# time, std
1934,9.85722
1935,9.79887
1936,9.7813
1937,9.78622
1938,9.79031
1939,9.78081
1940,9.7869
1941,9.80424
1942,9.77771
1943,9.76593
1944,9.75972
1945,9.73111
1946,9.72371
1947,9.71997
1948,9.72143
1949,9.69608
1950,9.66967
1951,9.63442
1952,9.58557
1953,9.56857
1954,9.555
1955,9.50009
1956,9.47138
1957,9.41997
1958,9.42515
1959,9.39781
1960,9.37029
1961,9.37512
1962,9.36844
1963,9.2781
1964,9.25759
1965,9.24711
1966,9.21064
1967,9.20436
1968,9.22502
1969,9.22741
1970,9.23205
1971,9.20362
1972,9.16565
1973,9.15929
1974,9.14143
1975,9.13426
1976,9.11065
1977,9.1083
1978,9.11858
1979,9.10799
1980,9.07808
1981,9.06005
1982,9.03911
1983,8.97414
1984,8.9852
1985,8.97266
1986,8.97932
1987,8.93243
1988,8.91832
1989,8.91791
1990,8.9113
1991,8.9113
1992,8.89146
1993,8.86634
1994,8.85312
1995,8.83601
1996,8.82318
1997,8.82318
1998,8.82175
1999,8.81282
2000,8.81516
2001,8.80769
2002,8.83219
2003,8.82812
2004,8.84005
2005,8.84992
2006,8.85463
2007,8.83862
2008,8.78488
2009,8.77021
2010,8.77448
2011,8.78393
2012,8.72828
2013,8.72651
2014,8.7178
2015,8.7123
2016,8.72176
2017,8.71954
2018,8.65311
2019,8.63046
2020,8.63034
2021,8.62252
2022,8.61999
2023,8.58881
2024,8.58479
2025,8.54858
2026,8.47337
2027,8.48573
2028,8.48011
2029,8.47396
2030,8.44672
2031,8.43152
2032,8.42974
2033,8.41826
2034,8.43013
2035,8.44074
2036,8.44411
2037,8.38712
2038,8.41871
2039,8.4161
2040,8.4161
2041,8.40524
2042,8.40935
2043,8.40958
2044,8.41502
2045,8.39887
2046,8.34748
2047,8.33796
2048,8.33934
2049,8.34542
2050,8.34542
2051,8.31754
2052,8.31754
2053,8.30531
2054,8.29537
2055,8.29372
2056,8.22248
2057,8.19299
2058,8.17253
2059,8.12652
2060,8.12652
2061,8.10209
2062,8.04442
2063,8.03414
2064,8.03585
2065,8.03905
2066,8.04153
2067,8.03266
2068,8.03791
2069,8.04017
2070,7.92395
2071,7.94346
2072,7.93898
2073,7.94132
2074,7.94132
2075,7.94813
2076,7.94834
2077,7.95033
2078,7.91368
2079,7.91368
2080,7.89974
2081,7.90138
2082,7.89381
2083,7.83344
2084,7.77372
2085,7.77473
2086,7.72377
2087,7.71825
2088,7.67572
2089,7.68427
2090,7.67062
2091,7.67062
2092,7.67078
2093,7.55986
2094,7.55138
2095,7.47183
2096,7.46858
2097,7.46609
2098,7.45949
2099,7.46772
2100,7.46707
2101,7.46572
2102,7.47166
2103,7.43002
2104,7.39467
2105,7.38959
2106,7.38355
2107,7.35574
2108,7.33109
2109,7.28759
2110,7.28759
2111,7.26705
2112,7.27561
2113,7.2618
2114,7.25085
2115,7.23975
2116,7.22017
2117,7.19172
2118,7.18007
2119,7.1741
2120,7.15256
2121,7.14055
