# time, mean
713,1.32
714,1.32
715,1.35
716,1.38
717,1.4
718,1.37
719,1.39
720,1.44
721,1.45
722,1.41
723,1.44
724,1.51
725,1.51
726,1.55
727,1.54
728,1.49
729,1.5
730,1.47
731,1.47
732,1.47
733,1.42
734,1.43
735,1.44
736,1.47
737,1.44
738,1.45
739,1.39
740,1.42
741,1.44
742,1.43
743,1.38
744,1.38
745,1.4
746,1.37
747,1.38
748,1.39
749,1.42
750,1.41
751,1.4
752,1.4
753,1.39
754,1.4
755,1.45
756,1.47
757,1.48
758,1.47
759,1.47
760,1.45
761,1.42
762,1.4
763,1.4
764,1.41
765,1.4
766,1.4
767,1.41
768,1.4
769,1.4
770,1.38
771,1.37
772,1.37
773,1.38
774,1.37
775,1.42
776,1.38
777,1.38
778,1.38
779,1.43
780,1.4
781,1.42
782,1.42
783,1.47
784,1.46
785,1.48
786,1.49
787,1.53
788,1.51
789,1.55
790,1.59
791,1.58
792,1.62
793,1.64
794,1.66
795,1.66
796,1.66
797,1.68
798,1.67
799,1.65
800,1.63
801,1.55
802,1.57
803,1.61
804,1.58
805,1.6
806,1.6
807,1.59
808,1.58
809,1.59
810,1.61
811,1.63
812,1.66
813,1.63
814,1.61
815,1.63
816,1.58
817,1.59
818,1.57
819,1.61
820,1.62
821,1.64
822,1.61
823,1.58
824,1.55
825,1.57
826,1.59
827,1.64
828,1.63
829,1.65
830,1.64
831,1.64
832,1.63
833,1.61
834,1.6
835,1.63
836,1.62
837,1.58
838,1.61
839,1.63
840,1.62
841,1.68
842,1.69
843,1.68
844,1.71
845,1.73
846,1.66
847,1.67
848,1.72
849,1.73
850,1.76
851,1.77
852,1.8
853,1.81
854,1.84
855,1.83
856,1.82
857,1.79
858,1.82
859,1.81
860,1.86
861,1.91
862,1.88
863,1.87
864,1.81
865,1.8
866,1.81
867,1.81
868,1.85
869,1.84
870,1.84
871,1.8
872,1.82
873,1.79
874,1.79
875,1.79
876,1.81
877,1.87
878,1.88
879,1.91
880,1.91
881,1.89
882,1.85
883,1.87
884,1.85
885,1.83
886,1.84
887,1.86
888,1.85
889,1.85
890,1.87
891,1.91
892,1.95
893,1.96
894,1.98
895,2.01
896,1.98
897,2
898,1.96
899,1.99
900,2.01
901,2.02
902,2.03
903,2.02
904,2.05
905,2.12
906,2.09
907,2.1
908,2.11
909,2.08
910,2.13
911,2.1
912,2.09
913,2.14
914,2.12
915,2.13
916,2.12
917,2.11
918,2.12
919,2.1
920,2.11
921,2.11
922,2.08
923,2.09
924,2.1
925,2.12
926,2.1
927,2.09
928,2.12
929,2.07
930,2.08
931,2.08
932,2.11
933,2.15
934,2.2
935,2.17
936,2.18
937,2.19
938,2.18
939,2.13
940,2.17
941,2.21
942,2.24
943,2.24
944,2.26
945,2.28
946,2.29
947,2.34
948,2.37
949,2.43
950,2.44
951,2.5
952,2.5
953,2.48
954,2.47
955,2.5
956,2.5
957,2.5
958,2.49
959,2.53
960,2.53
961,2.55
962,2.56
963,2.62
964,2.63
965,2.65
966,2.65
967,2.67
968,2.68
969,2.71
970,2.68
971,2.65
972,2.66
973,2.66
974,2.64
975,2.64
976,2.58
977,2.58
978,2.61
979,2.66
980,2.66
981,2.69
982,2.7
983,2.66
984,2.67
985,2.66
986,2.63
987,2.7
988,2.73
989,2.72
990,2.71
991,2.67
992,2.69
993,2.69
994,2.65
995,2.67
996,2.7
997,2.67
998,2.62
999,2.67
1000,2.68
1001,2.68
1002,2.71
1003,2.8
1004,2.76
1005,2.79
1006,2.78
1007,2.75
1008,2.79
1009,2.77
1010,2.82
1011,2.81
1012,2.83
1013,2.79
1014,2.83
1015,2.81
1016,2.77
1017,2.79
1018,2.81
1019,2.74
1020,2.81
1021,2.79
1022,2.72
1023,2.73
1024,2.66
1025,2.69
1026,2.71
1027,2.74
1028,2.75
1029,2.77
1030,2.81
1031,2.8
1032,2.83
1033,2.82
1034,2.81
1035,2.78
1036,2.8
1037,2.83
1038,2.81
1039,2.73
1040,2.72
1041,2.71
1042,2.67
1043,2.68
1044,2.66
1045,2.69
1046,2.72
1047,2.76
1048,2.79
1049,2.77
1050,2.78
1051,2.78
1052,2.79
1053,2.84
1054,2.8
1055,2.8
1056,2.79
1057,2.81
1058,2.79
1059,2.73
1060,2.71
1061,2.7
1062,2.74
1063,2.79
1064,2.77
1065,2.73
1066,2.75
1067,2.74
1068,2.76
1069,2.74
1070,2.74
1071,2.66
1072,2.67
1073,2.68
1074,2.72
1075,2.7
1076,2.73
1077,2.74
1078,2.75
1079,2.76
1080,2.73
1081,2.72
1082,2.67
1083,2.72
1084,2.71
1085,2.65
1086,2.66
1087,2.61
1088,2.58
1089,2.5
1090,2.5
1091,2.53
1092,2.49
1093,2.5
1094,2.52
1095,2.49
1096,2.49
1097,2.5
1098,2.48
1099,2.57
1100,2.59
1101,2.57
1102,2.63
1103,2.64
1104,2.6
1105,2.62
1106,2.62
1107,2.7
1108,2.69
1109,2.7
1110,2.71
1111,2.7
1112,2.69
1113,2.74
1114,2.74
1115,2.68
1116,2.67
1117,2.67
1118,2.66
1119,2.75
1120,2.73
1121,2.77
1122,2.79
1123,2.81
1124,2.91
1125,2.91
1126,2.96
1127,2.97
1128,2.94
1129,3.06
1130,3.03
1131,3.03
1132,3.03
1133,2.99
1134,2.95
1135,2.9
1136,2.92
1137,2.92
1138,2.92
1139,2.92
1140,2.91
1141,2.94
1142,2.91
1143,2.93
1144,2.98
1145,2.95
1146,2.94
1147,2.98
1148,3
1149,2.9
1150,2.93
1151,2.93
1152,2.91
1153,2.86
1154,2.86
1155,2.86
1156,2.84
1157,2.86
1158,2.88
1159,2.88
1160,2.9
1161,2.92
1162,2.93
1163,2.89
1164,2.9
1165,2.92
1166,2.91
1167,2.99
1168,2.89
1169,2.9
1170,2.98
1171,2.98
1172,3.01
1173,3.04
1174,3.06
1175,3.02
1176,3.03
1177,3.04
1178,3
1179,3.04
1180,3.08
1181,3.07
1182,3.04
1183,3.05
1184,3.13
1185,3.1
1186,3.16
1187,3.22
1188,3.23
1189,3.21
1190,3.28
1191,3.31
1192,3.3
1193,3.34
1194,3.29
1195,3.32
1196,3.38
1197,3.38
1198,3.42
1199,3.48
1200,3.52
1201,3.53
1202,3.54
1203,3.57
1204,3.55
1205,3.6
1206,3.59
1207,3.6
1208,3.59
1209,3.63
1210,3.65
1211,3.61
1212,3.59
1213,3.54
1214,3.54
1215,3.54
1216,3.55
1217,3.52
1218,3.53
1219,3.55
1220,3.49
1221,3.5
1222,3.41
1223,3.41
1224,3.47
1225,3.46
1226,3.44
1227,3.44
1228,3.47
1229,3.5
1230,3.52
1231,3.57
1232,3.61
1233,3.63
1234,3.69
1235,3.66
1236,3.66
1237,3.7
1238,3.74
1239,3.75
1240,3.78
1241,3.8
1242,3.76
1243,3.77
1244,3.76
1245,3.73
1246,3.79
1247,3.81
1248,3.85
1249,3.85
1250,3.84
1251,3.84
1252,3.78
1253,3.81
1254,3.83
1255,3.84
1256,3.8
1257,3.84
1258,3.82
1259,3.83
1260,3.86
1261,3.95
1262,3.97
1263,3.99
1264,3.91
1265,3.89
1266,3.87
1267,3.85
1268,3.82
1269,3.79
1270,3.76
1271,3.76
1272,3.78
1273,3.79
1274,3.74
1275,3.74
1276,3.76
1277,3.82
1278,3.82
1279,3.82
1280,3.74
1281,3.77
1282,3.78
1283,3.63
1284,3.56
1285,3.45
1286,3.42
1287,3.44
1288,3.45
1289,3.5
1290,3.5
1291,3.5
1292,3.53
1293,3.56
1294,3.58
1295,3.56
1296,3.53
1297,3.52
1298,3.45
1299,3.39
1300,3.37
1301,3.39
1302,3.37
1303,3.41
1304,3.44
1305,3.5
1306,3.55
1307,3.56
1308,3.53
1309,3.59
1310,3.62
1311,3.63
1312,3.68
1313,3.67
1314,3.67
1315,3.68
1316,3.66
1317,3.76
1318,3.83
1319,3.86
1320,3.85
1321,3.88
1322,3.81
1323,3.78
1324,3.79
1325,3.79
1326,3.79
1327,3.76
1328,3.82
1329,3.77
1330,3.79
1331,3.85
1332,3.81
1333,3.83
1334,3.86
1335,3.84
1336,3.84
1337,3.87
1338,3.78
1339,3.72
1340,3.78
1341,3.88
1342,3.92
1343,3.95
1344,3.88
1345,3.88
1346,3.91
1347,3.86
1348,3.86
1349,3.88
1350,3.82
1351,3.87
1352,3.88
1353,3.87
1354,3.92
1355,3.88
1356,3.88
1357,3.88
1358,3.86
1359,3.87
1360,3.88
1361,3.89
1362,3.9
1363,3.89
1364,3.92
1365,4
1366,3.94
1367,3.92
1368,3.98
1369,3.88
1370,3.87
1371,3.84
1372,3.79
1373,3.79
1374,3.78
1375,3.8
1376,3.82
1377,3.83
1378,3.79
1379,3.8
1380,3.8
1381,3.74
1382,3.72
1383,3.71
1384,3.7
1385,3.78
1386,3.75
1387,3.83
1388,3.82
1389,3.83
1390,3.79
1391,3.76
1392,3.74
1393,3.73
1394,3.74
1395,3.65
1396,3.64
1397,3.7
1398,3.78
1399,3.83
1400,3.76
1401,3.7
1402,3.69
1403,3.67
1404,3.62
1405,3.57
1406,3.58
1407,3.52
1408,3.6
1409,3.52
1410,3.54
1411,3.6
1412,3.6
1413,3.66
1414,3.67
1415,3.71
1416,3.72
1417,3.79
1418,3.73
1419,3.84
1420,3.84
1421,3.81
1422,3.73
1423,3.69
1424,3.72
1425,3.75
1426,3.69
1427,3.7
1428,3.75
1429,3.71
1430,3.71
1431,3.76
1432,3.77
1433,3.79
1434,3.77
1435,3.69
1436,3.72
1437,3.77
1438,3.82
1439,3.85
1440,3.82
1441,3.87
1442,3.86
1443,3.86
1444,3.86
1445,3.88
1446,3.82
1447,3.79
1448,3.83
1449,3.84
1450,3.85
1451,3.87
1452,3.86
1453,3.85
1454,3.9
1455,3.9
1456,3.9
1457,3.86
1458,3.9
1459,3.84
1460,3.87
1461,3.84
1462,3.8
1463,3.81
1464,3.78
1465,3.8
1466,3.85
1467,3.84
1468,3.91
1469,3.91
1470,3.9
1471,3.89
1472,3.87
1473,3.86
