time,detectable sentinels lower
1059.0,31.614610124167264
1060.0,31.693009509893056
1061.0,31.850264831994416
1062.0,31.944615184164373
1063.0,32.091400465281836
1064.0,32.2426611669875
1065.0,32.34726999263768
1066.0,32.36861350386053
1067.0,32.470815346564805
1068.0,32.59340211052047
1069.0,32.696757208207
1070.0,32.764856674858095
1071.0,32.87538279084538
1072.0,32.96405440114376
1073.0,33.10105954247848
1074.0,33.234867700137116
1075.0,33.38203384254252
1076.0,33.49490143389659
1077.0,33.58186347960701
1078.0,33.734745200779116
1079.0,33.81230407480524
1080.0,33.927824994317504
1081.0,34.060582285634105
1082.0,34.251385531836746
1083.0,34.39380511127471
1084.0,34.51842820207646
1085.0,34.56336724196798
1086.0,34.71324443213347
1087.0,34.76868790483559
1088.0,34.92082037595744
1089.0,35.09952020686451
1090.0,35.27111464901901
1091.0,35.378513730715724
1092.0,35.44813506051302
1093.0,35.517623173102784
1094.0,35.669388663313704
1095.0,35.79201814516821
1096.0,35.94020990856552
1097.0,36.045453643922656
1098.0,36.179861635621485
1099.0,36.29991202362254
1100.0,36.50793696187555
1101.0,36.612896453145986
1102.0,36.80451006581504
1103.0,36.92281423617935
1104.0,37.058971906357044
1105.0,37.188833572100755
1106.0,37.30298883844379
1107.0,37.43678187539601
1108.0,37.52845528344156
1109.0,37.679814815536474
1110.0,37.77396708202315
1111.0,37.925849458322745
1112.0,37.975642715909416
1113.0,38.03151805495165
1114.0,38.12314665065712
1115.0,38.256212674411266
1116.0,38.34881532393351
1117.0,38.473104298425355
1118.0,38.587394625741226
1119.0,38.7358078990316
1120.0,38.813121023009714
1121.0,38.871563725370294
1122.0,38.98298806787609
1123.0,39.03322703453951
1124.0,39.199598665574186
1125.0,39.26733501467697
1126.0,39.452254187554665
1127.0,39.59448036912505
1128.0,39.75015252869338
1129.0,39.870427800146345
1130.0,39.98438636675466
1131.0,40.17325890792132
1132.0,40.2667946037388
1133.0,40.387319932580915
1134.0,40.542307158619565
1135.0,40.74900212175969
1136.0,40.88347943008907
1137.0,41.0205347428621
1138.0,41.13799166386135
1139.0,41.26279174302799
1140.0,41.355886671988785
1141.0,41.45070978314642
1142.0,41.572816089518966
1143.0,41.67686072176712
1144.0,41.83845931561225
1145.0,41.98231300951401
1146.0,42.04978233405279
1147.0,42.24481185150307
1148.0,42.36382820379704
1149.0,42.477351591979314
1150.0,42.593192833987885
1151.0,42.684907132426744
1152.0,42.792082894659245
1153.0,42.83095250121465
1154.0,42.96602793582365
1155.0,43.18324277692771
1156.0,43.332058537490965
1157.0,43.38236887775463
1158.0,43.48021785663096
1159.0,43.62809623128922
1160.0,43.806803041500075
1161.0,43.9137508358744
1162.0,43.97240705592466
1163.0,44.09258376234621
1164.0,44.25076643596876
1165.0,44.39595651804355
1166.0,44.54853059722773
1167.0,44.658170541259565
1168.0,44.71825512806072
1169.0,44.84976909912203
1170.0,45.016502854706935
1171.0,45.15422217524348
1172.0,45.266464370689334
1173.0,45.38956926808507
1174.0,45.520931965074965
1175.0,45.740500222927864
1176.0,45.80217401579011
1177.0,45.971936900906
1178.0,46.10119828836372
1179.0,46.185434194563626
1180.0,46.425391293453615
1181.0,46.55835305182259
1182.0,46.73429454639705
1183.0,46.854270184400406
1184.0,46.9985777247892
1185.0,47.03102538372129
1186.0,47.17121938456434
1187.0,47.30493047963287
1188.0,47.36824218673177
1189.0,47.4581592345522
1190.0,47.52293725147392
1191.0,47.628025019697006
1192.0,47.75095667502686
1193.0,47.827470573762525
1194.0,47.92230646213932
1195.0,48.0337765819302
1196.0,48.171116255395305
1197.0,48.20860810910479
1198.0,48.38509706096559
1199.0,48.441942213331714
1200.0,48.573970934335364
1201.0,48.644366368257394
1202.0,48.68364342995575
1203.0,48.741326077866134
1204.0,48.85683909788315
1205.0,49.02559033870861
1206.0,49.18363226160133
1207.0,49.240193152706496
1208.0,49.3297127211081
1209.0,49.51206459549263
1210.0,49.609386821450286
1211.0,49.75183245397905
1212.0,49.93786259516304
1213.0,50.1518212652761
1214.0,50.21271961615157
1215.0,50.34557684550123
1216.0,50.440013245036994
1217.0,50.64822430679095
1218.0,50.6888626610764
1219.0,50.81818751735396
1220.0,51.01756218845135
1221.0,51.08292312986467
1222.0,51.1948565896028
1223.0,51.320141718779546
1224.0,51.443404512205305
1225.0,51.51335204333616
1226.0,51.578519552121584
1227.0,51.65349849688289
1228.0,51.75486736997982
1229.0,51.935361120196035
1230.0,52.04632887822415
1231.0,52.17724124131138
1232.0,52.385752081539394
1233.0,52.49241847536965
1234.0,52.59630902960319
1235.0,52.77857403662267
1236.0,52.87019049834805
1237.0,53.04800503778395
1238.0,53.09349330191537
1239.0,53.13774640302968
1240.0,53.185196288830795
1241.0,53.26852548793755
1242.0,53.42647365602667
1243.0,53.547588286988244
1244.0,53.68220672563747
1245.0,53.80771356103095
1246.0,53.94871990992793
1247.0,54.027078973870516
1248.0,54.109965878097455
1249.0,54.18134155979497
1250.0,54.20622986849753
1251.0,54.312149786660214
1252.0,54.50059790866031
1253.0,54.590915544251615
1254.0,54.69703537663298
1255.0,54.76652151895455
1256.0,54.852178892262714
1257.0,54.99094596644187
1258.0,55.098853241171014
1259.0,55.265009767871646
1260.0,55.50714535711941
1261.0,55.55483872892506
1262.0,55.686622949177604
1263.0,55.73731408262026
1264.0,55.83648202441405
1265.0,55.99120549405867
1266.0,56.09004858867101
1267.0,56.162660969013324
1268.0,56.22161893202916
1269.0,56.3354381845799
1270.0,56.46593034698691
1271.0,56.59354350735234
1272.0,56.74146584803887
1273.0,56.919472708306955
1274.0,57.00314708401254
1275.0,57.092486138676136
1276.0,57.18668483622222
1277.0,57.37676702140194
1278.0,57.462792299318046
1279.0,57.503051861827714
1280.0,57.646222714336794
1281.0,57.67248253083511
1282.0,57.73002112677105
1283.0,57.92261685167168
1284.0,58.03257219216279
1285.0,58.11067345117053
1286.0,58.21690656502696
1287.0,58.30082743935357
1288.0,58.45961137798642
1289.0,58.61195878055131
1290.0,58.70414605401626
1291.0,58.90718634645934
1292.0,58.97421082373657
1293.0,59.09995695843742
1294.0,59.258454951707634
1295.0,59.406980488870246
1296.0,59.453666188484085
1297.0,59.53544804428057
1298.0,59.626139568952986
1299.0,59.74957729900184
1300.0,59.851152762901464
1301.0,60.02470470742658
1302.0,60.13161492491458
1303.0,60.25717569219043
1304.0,60.27601593471273
1305.0,60.35854090780521
1306.0,60.44613528826101
1307.0,60.612105242837345
1308.0,60.75028690736429
1309.0,60.89140929626454
1310.0,60.99015017288409
1311.0,61.091116894661084
1312.0,61.14649364944539
1313.0,61.3021658779237
1314.0,61.44424661477353
1315.0,61.504409189533696
1316.0,61.53619224774919
1317.0,61.63987605392569
1318.0,61.758230694096504
1319.0,61.869813526473706
1320.0,61.95790245141281
1321.0,62.04416086977672
1322.0,62.19972028167439
1323.0,62.381538906472
1324.0,62.49096541955956
1325.0,62.61844383588472
1326.0,62.675223629416436
1327.0,62.73062406991136
1328.0,62.90638475050325
1329.0,62.9486866329717
1330.0,63.11182812259284
1331.0,63.21653545784148
1332.0,63.23971688776927
1333.0,63.3209707012705
1334.0,63.45227562603941
1335.0,63.56704694567116
1336.0,63.726353549862345
