time,infected upper
3.01,10.61631003058567
3.015,10.58698181509331
3.02,10.551378421919106
3.025,10.514979201259138
3.03,10.394061820003106
3.035,10.37704937182939
3.04,10.335827557750115
3.045,10.203769168403035
3.05,10.174668655802241
3.055,10.096038942712703
3.06,10.055343457745527
3.065,10.014873470155358
3.07,10.000139856720295
3.075,9.988863410518242
3.08,9.951315485876648
3.085,9.876216552212515
3.09,9.835489375751564
3.095,9.836501356554903
3.1,9.810616130349189
3.105,9.755791924399247
3.11,9.721031839022817
3.115,9.691689883326397
3.12,9.663898015155647
3.125,9.621347195933177
3.13,9.574675825028523
3.135,9.525297497601276
3.14,9.47019642168188
3.145,9.475031083309739
3.15,9.475031083309739
3.155,9.472676035254489
3.16,9.463189685444462
3.165,9.355535984274027
3.17,9.33604034552814
3.175,9.221069899504622
3.18,9.193682673687873
3.185,9.163405260037791
3.19,9.096490239100453
3.195,9.00687314825723
3.2,8.996361128525454
3.205,8.982801543816713
3.21,8.968389660379982
3.215,8.954598268168532
3.22,8.896740411948056
3.225,8.85911862512995
3.23,8.830962089506373
3.235,8.800786401043705
3.24,8.724541548170496
3.245,8.68609976962034
3.25,8.661395858788348
3.255,8.66892835555981
3.26,8.66892835555981
3.265,8.657066051117285
3.27,8.546314201314512
3.275,8.485746520752748
3.28,8.468672738149225
3.285,8.427353860607397
3.29,8.422508437787618
3.295,8.382229813064173
3.3,8.321736869360006
3.305,8.301922366251539
3.31,8.291053427258815
3.315,8.272355259148341
3.32,8.251659779605278
3.325,8.251659779605278
3.33,8.249752840097337
3.335,8.224937857770238
3.34,8.205702582481425
3.345,8.164576156258377
3.35,8.150896793084382
3.355,8.109597670139978
3.36,8.064050886162413
3.365,8.099772717489142
3.37,8.059118625129951
3.375,8.030980584318153
3.38,8.030980584318153
3.385,8.029522857315813
3.39,7.953234406707992
3.395,7.943742469868587
3.4,7.944688081133709
3.405,7.907972179139489
3.41,7.864879107424563
3.415,7.843098914095238
3.42,7.836613178738796
3.425,7.803843313258309
3.43,7.800610615867988
3.435,7.774268540146555
3.44,7.713376177880873
3.445,7.643801088573658
3.45,7.569431309135432
3.455,7.52521036315995
3.46,7.508345771114163
3.465,7.508345771114163
3.47,7.511685495950271
3.475,7.4312398548739935
3.48,7.397057125390004
3.485,7.335472122683932
3.49,7.297169719025818
3.495,7.27443830705786
3.5,7.260396794157618
3.505,7.231419596948902
3.51,7.200000000000001
3.515,7.102212112000102
3.52,7.102212112000102
3.525,7.0451811526260295
3.53,7.0451811526260295
3.535,7.024871130596428
3.54,6.983524393910285
3.545,6.977933001553186
3.55,6.945138599751563
3.555,6.901020195755228
3.56,6.89894286228859
3.565,6.868257574580668
3.57,6.841311123146742
3.575,6.826780663088083
3.58,6.753379373409825
3.585,6.753379373409825
3.59,6.726059264709452
3.595,6.7111503507726145
3.6,6.672762103540934
3.605,6.672762103540934
3.61,6.6425410049351505
3.615,6.605313142662776
3.62,6.605313142662776
3.625,6.541981912074252
3.63,6.530754187758799
3.635,6.50816737963418
3.64,6.49832557860794
3.645,6.491179958733345
3.65,6.435016268923063
3.655,6.389890348240458
3.66,6.375147697633569
3.665,6.391287847477919
3.67,6.3838831705211145
3.675,6.373280269528657
3.68,6.318810260907686
