time,infectious STD
4.945,8.276829102983823
4.95,8.29226145270396
4.955,8.276297481362061
4.96,8.276104155941972
4.965,8.300957776064157
4.97,8.30948253503189
4.975,8.306166384078761
4.98,8.284322543213777
4.985,8.257747876994067
4.99,8.2731553835281
4.995,8.280549498674588
5.0,8.267399833079322
5.005,8.282964445172997
5.01,8.300819236677786
5.015,8.300602387778856
5.02,8.288853961797132
5.025,8.312755259238658
5.03,8.329051566655115
5.035,8.310685892271465
5.04,8.362415918859814
5.045,8.391209686332479
5.05,8.391924689843208
5.055,8.41175368160528
5.06,8.402642441518028
5.065,8.373356555169496
5.07,8.343596346899819
5.075,8.358229477586747
5.08,8.338315177540364
5.085,8.372956467102881
5.09,8.373983520404131
5.095,8.402118780402953
5.1,8.395111672872495
5.105,8.41890135350213
5.11,8.410820411826661
5.115,8.372956467102881
5.12,8.371493295702983
5.125,8.403445721845298
5.13,8.322806017203572
5.135,8.33121239676435
5.14,8.376753547765388
5.145,8.39204385117237
5.15,8.403874106624874
5.155,8.40882869370045
5.16,8.344363366968146
5.165,8.31309208417662
5.17,8.299783129696825
5.175,8.277680834629953
5.18,8.286440731701399
5.185,8.249963636283494
5.19,8.266915990863822
5.195,8.27323395051778
5.2,8.23516241491326
5.205,8.210822126924928
5.21,8.198634032569084
5.215,8.215254104408457
5.22,8.225837343395506
5.225,8.20792300158816
5.23,8.21537582828686
5.235,8.24696307740007
5.24,8.277505662939777
5.245,8.30431213286206
5.25,8.257868974499413
5.255,8.262995824759932
5.26,8.214249813586145
5.265,8.161684875073284
5.27,8.161341801444173
5.275,8.138820553372584
5.28,8.123693741150017
5.285,8.154753215150043
5.29,8.175230883589771
5.295,8.10912449035036
5.3,8.090117428072354
5.305,8.089103782249305
5.31,8.061333636564115
5.315,8.061860827377263
5.32,8.022368727501872
5.325,8.027353237524808
5.33,7.998118528754123
5.335,7.997968492060966
5.34,7.974559548965697
5.345,7.893509992392484
5.35,7.856583226823222
5.355,7.843283751082832
5.36,7.81032009587315
5.365,7.799384591107172
5.37,7.80560695910318
5.375,7.764251412724859
5.38,7.759503850118252
5.385,7.769755465907533
5.39,7.761565563724886
5.395,7.782152658487241
5.4,7.809199702914505
5.405,7.836223580271304
5.41,7.857805037031653
5.415,7.881947728829468
5.42,7.885905147793751
5.425,7.847617472838492
5.43,7.8796954255859415
5.435,7.880678904764487
5.44,7.904751735506942
5.445,7.849560497250785
5.45,7.840121172532987
5.455,7.8543236500668865
5.46,7.840280607223186
5.465,7.815746925278476
5.47,7.767695926077437
5.475,7.743868542272654
5.48,7.785698427244662
5.485,7.725354360804429
5.49,7.774696135541247
5.495,7.770064349797884
5.5,7.764946876830517
5.505,7.747902942086977
5.51,7.757905645211212
5.515,7.798692198054748
5.52,7.857957749950046
5.525,7.878394506496865
5.53,7.855259384641606
5.535,7.864165562855351
5.54,7.87845162452623
5.545,7.863402571406352
5.55,7.892122654900897
5.555,7.882918241362142
5.56,7.875753932164209
5.565,7.7860387874708135
5.57,7.775757197855396
5.575,7.802563681252464
5.58,7.81318756974386
5.585,7.8123235980084695
5.59,7.864928480285121
5.595,7.840988458096339
5.6,7.7863662898684645
5.605,7.777891745196765
5.61,7.8074067397568045
5.615,7.804255249541753
5.62,7.8234519235437245
5.625,7.834660171315664
5.63,7.850834350564274
5.635,7.787034095212374
5.64,7.773358347586969
5.645,7.770785031127807
5.65,7.769034689071739
5.655,7.774856911866612
5.66,7.841453946813693
5.665,7.8198465458089395
5.67,7.767213142434037
5.675,7.783951438697444
5.68,7.80063458957026
5.685,7.833894306154505
5.69,7.824800316940999
5.695,7.802281717549041
